gene	keyTerm
Hnrnph1	regulation of RNA splicing
Hnrnph1	cellular response to peptide
Hnrnph1	nucleus
Hnrnph1	nucleoplasm
Hnrnph1	spliceosomal complex
Hnrnph1	cytoplasm
Hnrnph1	membrane
Hnrnph1	viral nucleocapsid
Hnrnph1	catalytic step 2 spliceosome
Hnrnph1	nucleotide binding
Hnrnph1	nucleic acid binding
Hnrnph1	RNA binding
Hnrnph1	enzyme binding
Hnrnph1	poly(A) RNA binding
Hnrnph2	Acetylation
Hnrnph2	Complete proteome
Hnrnph2	Direct protein sequencing
Hnrnph2	Methylation
Hnrnph2	Nucleus
Hnrnph2	Phosphoprotein
Hnrnph2	Reference proteome
Hnrnph2	Repeat
Hnrnph2	Ribonucleoprotein
Hnrnph2	RNA-binding
Hnrnph2	nucleoplasm
Hnrnph2	cytoplasm
Hnrnph2	membrane
Hnrnph2	intracellular ribonucleoprotein complex
Hnrnph2	nucleotide binding
Hnrnph2	poly(A) RNA binding
Hnrnph3	Complete proteome
Hnrnph3	Proteomics identification
Hnrnph3	Reference proteome
Hnrnph3	Ribonucleoprotein
Hnrnph3	Viral nucleoprotein
Hnrnph3	Virion
Hnrnph3	epithelial cell differentiation
Hnrnph3	nucleus
Hnrnph3	nucleoplasm
Hnrnph3	viral nucleocapsid
Hnrnph3	intracellular ribonucleoprotein complex
Hnrnph3	nucleotide binding
Hnrnph3	poly(A) RNA binding
Hnrnpk	Acetylation
Hnrnpk	Activator
Hnrnpk	Cell junction
Hnrnpk	Cell projection
Hnrnpk	Complete proteome
Hnrnpk	Cytoplasm
Hnrnpk	Direct protein sequencing
Hnrnpk	DNA-binding
Hnrnpk	Glycoprotein
Hnrnpk	Isopeptide bond
Hnrnpk	Methylation
Hnrnpk	mRNA processing
Hnrnpk	mRNA splicing
Hnrnpk	Nucleus
Hnrnpk	Phosphoprotein
Hnrnpk	Proteomics identification
Hnrnpk	Reference proteome
Hnrnpk	Repeat
Hnrnpk	Repressor
Hnrnpk	Ribonucleoprotein
Hnrnpk	RNA-binding
Hnrnpk	Spliceosome
Hnrnpk	Transcription
Hnrnpk	Transcription regulation
Hnrnpk	Ubl conjugation
Hnrnpk	Spliceosome
Hnrnpk	Herpes simplex infection
Hnrnpk	Viral carcinogenesis
Hnrnpk	MicroRNAs in cancer
Hnrnpk	negative regulation of transcription from RNA polymerase II promoter
Hnrnpk	ovarian follicle development
Hnrnpk	kidney development
Hnrnpk	liver development
Hnrnpk	transcription
Hnrnpk	 DNA-templated
Hnrnpk	regulation of transcription from RNA polymerase II promoter
Hnrnpk	transcription from RNA polymerase II promoter
Hnrnpk	RNA processing
Hnrnpk	mRNA processing
Hnrnpk	acute-phase response
Hnrnpk	central nervous system development
Hnrnpk	peripheral nervous system development
Hnrnpk	aging
Hnrnpk	RNA splicing
Hnrnpk	negative regulation of gene expression
Hnrnpk	positive regulation of neuron projection development
Hnrnpk	regulation of low-density lipoprotein particle clearance
Hnrnpk	response to activity
Hnrnpk	cerebellum development
Hnrnpk	hippocampus development
Hnrnpk	cerebral cortex development
Hnrnpk	lung development
Hnrnpk	negative regulation of protein binding
Hnrnpk	cellular response to insulin stimulus
Hnrnpk	positive regulation of RNA splicing
Hnrnpk	camera-type eye development
Hnrnpk	negative regulation of apoptotic process
Hnrnpk	positive regulation of low-density lipoprotein particle receptor biosynthetic process
Hnrnpk	positive regulation of transcription from RNA polymerase II promoter
Hnrnpk	negative regulation of mRNA splicing
Hnrnpk	 via spliceosome
Hnrnpk	positive regulation of receptor-mediated endocytosis
Hnrnpk	thymus development
Hnrnpk	positive regulation of synaptic transmission
Hnrnpk	positive regulation of dendritic spine development
Hnrnpk	cellular response to amino acid stimulus
Hnrnpk	cellular response to glucose stimulus
Hnrnpk	regulation of lipid transport by positive regulation of transcription from RNA polymerase II promoter
Hnrnpk	cellular response to rapamycin
Hnrnpk	positive regulation of synapse maturation
Hnrnpk	cell-cell adhesion
Hnrnpk	positive regulation of long-term synaptic potentiation
Hnrnpk	response to salt
Hnrnpk	regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
Hnrnpk	positive regulation of dendrite extension
Hnrnpk	cellular response to forskolin
Hnrnpk	positive regulation of protein localization to cell surface
Hnrnpk	negative regulation of branching morphogenesis of a nerve
Hnrnpk	nuclear chromatin
Hnrnpk	podosome
Hnrnpk	nucleus
Hnrnpk	nucleoplasm
Hnrnpk	spliceosomal complex
Hnrnpk	mitochondrion
Hnrnpk	cytosol
Hnrnpk	cell-cell adherens junction
Hnrnpk	focal adhesion
Hnrnpk	cell cortex
Hnrnpk	postsynaptic density
Hnrnpk	membrane
Hnrnpk	cell junction
Hnrnpk	extracellular matrix
Hnrnpk	protein-DNA complex
Hnrnpk	dendritic spine
Hnrnpk	axon terminus
Hnrnpk	extracellular exosome
Hnrnpk	catalytic step 2 spliceosome
Hnrnpk	RNA polymerase II core promoter proximal region sequence-specific DNA binding
Hnrnpk	transcriptional activator activity
Hnrnpk	 RNA polymerase II core promoter proximal region sequence-specific binding
Hnrnpk	core promoter proximal region DNA binding
Hnrnpk	double-stranded DNA binding
Hnrnpk	single-stranded DNA binding
Hnrnpk	RNA binding
Hnrnpk	mRNA 3'-UTR binding
Hnrnpk	protein binding
Hnrnpk	lamin binding
Hnrnpk	transcription factor binding
Hnrnpk	protein domain specific binding
Hnrnpk	pre-mRNA 3'-splice site binding
Hnrnpk	heat shock protein binding
Hnrnpk	actinin binding
Hnrnpk	ribonucleoprotein complex binding
Hnrnpk	poly(A) RNA binding
Hnrnpk	ATPase binding
Hnrnpk	cadherin binding involved in cell-cell adhesion
Hnrnpk	mRNA CDS binding
Hnrnpk	C-rich single-stranded DNA binding
Hnrnpl	3D-structure
Hnrnpl	Acetylation
Hnrnpl	Alternative splicing
Hnrnpl	Complete proteome
Hnrnpl	Cytoplasm
Hnrnpl	Isopeptide bond
Hnrnpl	Methylation
Hnrnpl	Nucleus
Hnrnpl	Phosphoprotein
Hnrnpl	Proteomics identification
Hnrnpl	Reference proteome
Hnrnpl	Repeat
Hnrnpl	Ribonucleoprotein
Hnrnpl	RNA-binding
Hnrnpl	Ubl conjugation
Hnrnpl	Viral nucleoprotein
Hnrnpl	Virion
Hnrnpl	regulation of alternative mRNA splicing
Hnrnpl	 via spliceosome
Hnrnpl	mRNA processing
Hnrnpl	circadian rhythm
Hnrnpl	cellular response to amino acid starvation
Hnrnpl	positive regulation of translation
Hnrnpl	negative regulation of mRNA splicing
Hnrnpl	 via spliceosome
Hnrnpl	response to peptide
Hnrnpl	positive regulation of mRNA binding
Hnrnpl	nucleus
Hnrnpl	nucleoplasm
Hnrnpl	cytoplasm
Hnrnpl	cytosol
Hnrnpl	membrane
Hnrnpl	viral nucleocapsid
Hnrnpl	intracellular ribonucleoprotein complex
Hnrnpl	ribonucleoprotein granule
Hnrnpl	pronucleus
Hnrnpl	perinuclear region of cytoplasm
Hnrnpl	extracellular exosome
Hnrnpl	nucleotide binding
Hnrnpl	RNA binding
Hnrnpl	mRNA 3'-UTR binding
Hnrnpl	protein binding
Hnrnpl	transcription regulatory region DNA binding
Hnrnpl	poly(A) RNA binding
Hnrnpl	pre-mRNA intronic binding
Hnrnpl	mRNA CDS binding
Hnrnpll	Complete proteome
Hnrnpll	Proteomics identification
Hnrnpll	Reference proteome
Hnrnpll	mRNA processing
Hnrnpll	positive regulation of RNA splicing
Hnrnpll	nucleus
Hnrnpll	membrane
Hnrnpll	nucleotide binding
Hnrnpll	mRNA binding
Hnrnpll	poly(A) RNA binding
Hnrnpm	Acetylation
Hnrnpm	Alternative splicing
Hnrnpm	Complete proteome
Hnrnpm	Direct protein sequencing
Hnrnpm	Isopeptide bond
Hnrnpm	Methylation
Hnrnpm	mRNA processing
Hnrnpm	mRNA splicing
Hnrnpm	Nucleus
Hnrnpm	Phosphoprotein
Hnrnpm	Proteomics identification
Hnrnpm	Reference proteome
Hnrnpm	Repeat
Hnrnpm	Ribonucleoprotein
Hnrnpm	RNA-binding
Hnrnpm	Spliceosome
Hnrnpm	Ubl conjugation
Hnrnpm	Spliceosome
Hnrnpm	alternative mRNA splicing
Hnrnpm	 via spliceosome
Hnrnpm	mRNA splicing
Hnrnpm	 via spliceosome
Hnrnpm	cellular response to lipopolysaccharide
Hnrnpm	positive regulation of protein localization to nucleus
Hnrnpm	positive regulation of protein import
Hnrnpm	cellular response to carcinoembryonic antigen
Hnrnpm	nucleoplasm
Hnrnpm	spliceosomal complex
Hnrnpm	cell surface
Hnrnpm	membrane
Hnrnpm	nuclear matrix
Hnrnpm	extracellular matrix
Hnrnpm	paraspeckles
Hnrnpm	extracellular exosome
Hnrnpm	catalytic step 2 spliceosome
Hnrnpm	nucleotide binding
Hnrnpm	RNA binding
Hnrnpm	protein binding
Hnrnpm	protein domain specific binding
Hnrnpm	poly(A) RNA binding
Hnrnpm	calcium-dependent protein binding
Hnrnpm	protein antigen binding
Hnrnpr	Complete proteome
Hnrnpr	Proteomics identification
Hnrnpr	Reference proteome
Hnrnpr	Ribonucleoprotein
Hnrnpr	Viral nucleoprotein
Hnrnpr	Virion
Hnrnpr	circadian rhythm
Hnrnpr	negative regulation of catalytic activity
Hnrnpr	positive regulation of mRNA catabolic process
Hnrnpr	mRNA destabilization
Hnrnpr	nucleus
Hnrnpr	nucleoplasm
Hnrnpr	nucleolus
Hnrnpr	cytoplasm
Hnrnpr	viral nucleocapsid
Hnrnpr	dendrite
Hnrnpr	growth cone
Hnrnpr	intracellular ribonucleoprotein complex
Hnrnpr	axon terminus
Hnrnpr	catalytic step 2 spliceosome
Hnrnpr	nucleotide binding
Hnrnpr	mRNA 3'-UTR binding
Hnrnpr	poly(A) RNA binding
Hnrnpu	Coiled coil
Hnrnpu	Complete proteome
Hnrnpu	Proteomics identification
Hnrnpu	Reference proteome
Hnrnpu	Ribonucleoprotein
Hnrnpu	Viral nucleoprotein
Hnrnpu	Virion
Hnrnpu	Spliceosome
Hnrnpu	osteoblast differentiation
Hnrnpu	positive regulation of gene expression
Hnrnpu	negative regulation of telomere maintenance via telomerase
Hnrnpu	circadian regulation of gene expression
Hnrnpu	cardiac muscle cell development
Hnrnpu	CRD-mediated mRNA stabilization
Hnrnpu	cellular response to dexamethasone stimulus
Hnrnpu	positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity
Hnrnpu	nucleus
Hnrnpu	nucleoplasm
Hnrnpu	telomerase holoenzyme complex
Hnrnpu	membrane
Hnrnpu	viral nucleocapsid
Hnrnpu	intracellular ribonucleoprotein complex
Hnrnpu	extracellular matrix
Hnrnpu	cytoplasmic ribonucleoprotein granule
Hnrnpu	CRD-mediated mRNA stability complex
Hnrnpu	catalytic step 2 spliceosome
Hnrnpu	core promoter binding
Hnrnpu	poly(G) binding
Hnrnpu	enhancer binding
Hnrnpu	ribonucleoprotein complex binding
Hnrnpu	poly(A) RNA binding
Hnrnpu	telomerase RNA binding
Hnrnpul1	Complete proteome
Hnrnpul1	Proteomics identification
Hnrnpul1	Reference proteome
Hnrnpul1	Ribonucleoprotein
Hnrnpul1	Viral nucleoprotein
Hnrnpul1	Virion
Hnrnpul1	Influenza A
Hnrnpul1	RNA processing
Hnrnpul1	response to virus
Hnrnpul1	nucleus
Hnrnpul1	nucleoplasm
Hnrnpul1	viral nucleocapsid
Hnrnpul1	intracellular ribonucleoprotein complex
Hnrnpul1	enzyme binding
Hnrnpul1	poly(A) RNA binding
Hdlbp	Acetylation
Hdlbp	Cholesterol metabolism
Hdlbp	Coiled coil
Hdlbp	Complete proteome
Hdlbp	Cytoplasm
Hdlbp	HDL
Hdlbp	Lipid metabolism
Hdlbp	Lipid transport
Hdlbp	Lipoprotein
Hdlbp	Nucleus
Hdlbp	Phosphoprotein
Hdlbp	Proteomics identification
Hdlbp	Reference proteome
Hdlbp	Repeat
Hdlbp	RNA-binding
Hdlbp	Steroid metabolism
Hdlbp	Sterol metabolism
Hdlbp	Transport
Hdlbp	lipid transport
Hdlbp	cholesterol metabolic process
Hdlbp	nucleus
Hdlbp	cytoplasm
Hdlbp	high-density lipoprotein particle
Hdlbp	RNA binding
Hdlbp	poly(A) RNA binding
Igf2bp1	Cell projection
Igf2bp1	Complete proteome
Igf2bp1	Cytoplasm
Igf2bp1	Isopeptide bond
Igf2bp1	mRNA transport
Igf2bp1	Nucleus
Igf2bp1	Phosphoprotein
Igf2bp1	Reference proteome
Igf2bp1	Repeat
Igf2bp1	RNA-binding
Igf2bp1	Translation regulation
Igf2bp1	Transport
Igf2bp1	Ubl conjugation
Igf2bp1	MicroRNAs in cancer
Igf2bp1	RNA localization
Igf2bp1	regulation of mRNA stability involved in response to stress
Igf2bp1	negative regulation of translation
Igf2bp1	pallium cell proliferation in forebrain
Igf2bp1	mRNA transport
Igf2bp1	CRD-mediated mRNA stabilization
Igf2bp1	neuronal stem cell population maintenance
Igf2bp1	nucleus
Igf2bp1	cytoplasm
Igf2bp1	cytoplasmic stress granule
Igf2bp1	lamellipodium
Igf2bp1	filopodium
Igf2bp1	axon
Igf2bp1	dendrite
Igf2bp1	growth cone
Igf2bp1	intracellular ribonucleoprotein complex
Igf2bp1	dendritic spine
Igf2bp1	perinuclear region of cytoplasm
Igf2bp1	CRD-mediated mRNA stability complex
Igf2bp1	nucleotide binding
Igf2bp1	mRNA binding
Igf2bp1	mRNA 3'-UTR binding
Igf2bp1	poly(A) RNA binding
Igf2bp1	translation regulator activity
Igf2bp1	mRNA 5'-UTR binding
Igf2bp2	Complete proteome
Igf2bp2	Proteomics identification
Igf2bp2	Reference proteome
Igf2bp2	nucleus
Igf2bp2	cytoplasm
Igf2bp2	cytoskeleton
Igf2bp2	nucleotide binding
Igf2bp2	mRNA binding
Igf2bp2	mRNA 3'-UTR binding
Igf2bp2	poly(A) RNA binding
Igf2bp2	mRNA 5'-UTR binding
Igf2bp3	Complete proteome
Igf2bp3	Proteomics identification
Igf2bp3	Reference proteome
Igf2bp3	cytoplasm
Igf2bp3	nucleotide binding
Igf2bp3	RNA binding
Igf2bp3	mRNA 3'-UTR binding
Igf2bp3	poly(A) RNA binding
Igf2bp3	mRNA 5'-UTR binding
Ilf3	Acetylation
Ilf3	Alternative splicing
Ilf3	Antiviral defense
Ilf3	Complete proteome
Ilf3	Cytoplasm
Ilf3	DNA-binding
Ilf3	Isopeptide bond
Ilf3	Methylation
Ilf3	Nucleus
Ilf3	Phosphoprotein
Ilf3	Proteomics identification
Ilf3	Reference proteome
Ilf3	Repeat
Ilf3	RNA-binding
Ilf3	Transcription
Ilf3	Transcription regulation
Ilf3	Ubl conjugation
Ilf3	transcription
Ilf3	 DNA-templated
Ilf3	regulation of transcription
Ilf3	 DNA-templated
Ilf3	protein phosphorylation
Ilf3	protein methylation
Ilf3	negative regulation of translation
Ilf3	negative regulation of viral genome replication
Ilf3	negative regulation of transcription
Ilf3	 DNA-templated
Ilf3	positive regulation of transcription
Ilf3	 DNA-templated
Ilf3	defense response to virus
Ilf3	nucleus
Ilf3	nucleoplasm
Ilf3	nucleolus
Ilf3	cytoplasm
Ilf3	mitochondrion
Ilf3	membrane
Ilf3	intracellular ribonucleoprotein complex
Ilf3	DNA binding
Ilf3	transcription factor activity
Ilf3	 sequence-specific DNA binding
Ilf3	double-stranded RNA binding
Ilf3	protein binding
Ilf3	enzyme binding
Ilf3	poly(A) RNA binding
Lrpprc	Acetylation
Lrpprc	Complete proteome
Lrpprc	DNA-binding
Lrpprc	Membrane
Lrpprc	Mitochondrion
Lrpprc	mRNA transport
Lrpprc	Nucleus
Lrpprc	Phosphoprotein
Lrpprc	Proteomics identification
Lrpprc	Reference proteome
Lrpprc	Repeat
Lrpprc	RNA-binding
Lrpprc	Transcription
Lrpprc	Transcription regulation
Lrpprc	Transit peptide
Lrpprc	Transport
Lrpprc	negative regulation of mitochondrial RNA catabolic process
Lrpprc	transcription
Lrpprc	 DNA-templated
Lrpprc	regulation of transcription
Lrpprc	 DNA-templated
Lrpprc	mRNA transport
Lrpprc	regulation of mitochondrial translation
Lrpprc	condensed nuclear chromosome
Lrpprc	nucleus
Lrpprc	nuclear inner membrane
Lrpprc	nuclear outer membrane
Lrpprc	nucleoplasm
Lrpprc	cytoplasm
Lrpprc	mitochondrion
Lrpprc	cytoskeleton
Lrpprc	microtubule
Lrpprc	membrane
Lrpprc	intracellular ribonucleoprotein complex
Lrpprc	mitochondrial nucleoid
Lrpprc	perinuclear region of cytoplasm
Lrpprc	DNA binding
Lrpprc	single-stranded DNA binding
Lrpprc	RNA binding
Lrpprc	ubiquitin protein ligase binding
Lrpprc	poly(A) RNA binding
Lrpprc	beta-tubulin binding
Lrpprc	actin filament binding
Magohb	Complete proteome
Magohb	Reference proteome
Magohb	RNA transport
Magohb	mRNA surveillance pathway
Magohb	Spliceosome
Magohb	nuclear-transcribed mRNA catabolic process
Magohb	 nonsense-mediated decay
Magohb	RNA splicing
Magohb	nucleus
Magohb	exon-exon junction complex
Magohb	neuronal cell body
Magohb	catalytic step 2 spliceosome
Magohb	protein binding
Magohb	poly(A) RNA binding
Magoh	Acetylation
Magoh	Complete proteome
Magoh	Cytoplasm
Magoh	mRNA processing
Magoh	mRNA splicing
Magoh	mRNA transport
Magoh	Nonsense-mediated mRNA decay
Magoh	Nucleus
Magoh	Reference proteome
Magoh	RNA-binding
Magoh	Spliceosome
Magoh	Translation regulation
Magoh	Transport
Magoh	RNA transport
Magoh	mRNA surveillance pathway
Magoh	Spliceosome
Magoh	nuclear-transcribed mRNA catabolic process
Magoh	 nonsense-mediated decay
Magoh	regulation of alternative mRNA splicing
Magoh	 via spliceosome
Magoh	mRNA processing
Magoh	regulation of translation
Magoh	RNA splicing
Magoh	mRNA transport
Magoh	nucleus
Magoh	cytoplasm
Magoh	nuclear speck
Magoh	exon-exon junction complex
Magoh	catalytic step 2 spliceosome
Magoh	poly(A) RNA binding
Matr3	Acetylation
Matr3	Coiled coil
Matr3	Complete proteome
Matr3	Isopeptide bond
Matr3	Metal-binding
Matr3	Nucleus
Matr3	Phosphoprotein
Matr3	Proteomics identification
Matr3	Reference proteome
Matr3	Repeat
Matr3	RNA-binding
Matr3	Ubl conjugation
Matr3	Zinc
Matr3	Zinc-finger
Matr3	heart valve development
Matr3	ventricular septum development
Matr3	posttranscriptional regulation of gene expression
Matr3	nucleus
Matr3	nucleoplasm
Matr3	cytoplasm
Matr3	membrane
Matr3	nuclear matrix
Matr3	nucleotide binding
Matr3	nucleic acid binding
Matr3	RNA binding
Matr3	zinc ion binding
Matr3	poly(A) RNA binding
Mars	Aminoacyl-tRNA synthetase
Mars	ATP-binding
Mars	Complete proteome
Mars	Ligase
Mars	Nucleotide-binding
Mars	Protein biosynthesis
Mars	Proteomics identification
Mars	Reference proteome
Mars	Selenocompound metabolism
Mars	Aminoacyl-tRNA biosynthesis
Mars	tRNA aminoacylation for protein translation
Mars	methionyl-tRNA aminoacylation
Mars	cytoplasm
Mars	mitochondrion
Mars	cytosol
Mars	membrane
Mars	extracellular exosome
Mars	methionine-tRNA ligase activity
Mars	protein binding
Mars	ATP binding
Msi1	Acetylation
Msi1	Complete proteome
Msi1	Cytoplasm
Msi1	Nucleus
Msi1	Phosphoprotein
Msi1	Reference proteome
Msi1	Repeat
Msi1	RNA-binding
Msi1	mRNA surveillance pathway
Msi1	response to hormone
Msi1	epithelial cell differentiation
Msi1	nucleus
Msi1	cytoplasm
Msi1	polysome
Msi1	nucleotide binding
Msi1	RNA binding
Msi1	single-stranded RNA binding
Msi1	poly(U) RNA binding
Msi1	identical protein binding
Msi1	poly(A) RNA binding
Myef2	Complete proteome
Myef2	Proteomics identification
Myef2	Reference proteome
Myef2	negative regulation of transcription from RNA polymerase II promoter
Myef2	myotube differentiation
Myef2	neuron differentiation
Myef2	nucleus
Myef2	nucleoplasm
Myef2	cytoplasm
Myef2	nucleotide binding
Myef2	RNA polymerase II core promoter proximal region sequence-specific DNA binding
Myef2	transcriptional repressor activity
Myef2	 RNA polymerase II core promoter proximal region sequence-specific binding
Myef2	nucleic acid binding
Myef2	poly(A) RNA binding
Nelfb	Complete proteome
Nelfb	Elongation factor
Nelfb	Protein biosynthesis
Nelfb	Proteomics identification
Nelfb	Reference proteome
Nelfb	translational elongation
Nelfb	negative regulation of transcription elongation from RNA polymerase II promoter
Nelfb	nucleoplasm
Nelfb	cytoplasm
Nelfb	NELF complex
Nelfb	translation elongation factor activity
Nono	Acetylation
Nono	Activator
Nono	Biological rhythms
Nono	Coiled coil
Nono	Complete proteome
Nono	DNA damage
Nono	DNA recombination
Nono	DNA repair
Nono	DNA-binding
Nono	Isopeptide bond
Nono	Methylation
Nono	mRNA processing
Nono	mRNA splicing
Nono	Nucleus
Nono	Phosphoprotein
Nono	Proteomics identification
Nono	Reference proteome
Nono	Repeat
Nono	Repressor
Nono	RNA-binding
Nono	Transcription
Nono	Transcription regulation
Nono	Ubl conjugation
Nono	mRNA splicing
Nono	 via spliceosome
Nono	DNA repair
Nono	DNA recombination
Nono	transcription
Nono	 DNA-templated
Nono	regulation of transcription
Nono	 DNA-templated
Nono	circadian rhythm
Nono	regulation of circadian rhythm
Nono	negative regulation of transcription
Nono	 DNA-templated
Nono	negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway
Nono	nucleus
Nono	nucleoplasm
Nono	nucleolus
Nono	membrane
Nono	nuclear matrix
Nono	nuclear speck
Nono	paraspeckles
Nono	RNA polymerase II transcription factor complex
Nono	nucleotide binding
Nono	transcription regulatory region sequence-specific DNA binding
Nono	RNA polymerase II distal enhancer sequence-specific DNA binding
Nono	core promoter binding
Nono	chromatin binding
Nono	protein binding
Nono	identical protein binding
Nono	poly(A) RNA binding
Nxf1	Acetylation
Nxf1	Complete proteome
Nxf1	Cytoplasm
Nxf1	Leucine-rich repeat
Nxf1	Methylation
Nxf1	mRNA transport
Nxf1	Nitration
Nxf1	Nucleus
Nxf1	Proteomics identification
Nxf1	Reference proteome
Nxf1	Repeat
Nxf1	RNA-binding
Nxf1	Transport
Nxf1	Ribosome biogenesis in eukaryotes
Nxf1	RNA transport
Nxf1	mRNA surveillance pathway
Nxf1	Influenza A
Nxf1	Herpes simplex infection
Nxf1	RNA export from nucleus
Nxf1	mRNA export from nucleus
Nxf1	poly(A)+ mRNA export from nucleus
Nxf1	transcription export complex
Nxf1	nucleus
Nxf1	nuclear pore
Nxf1	cytoplasm
Nxf1	nuclear speck
Nxf1	nuclear inclusion body
Nxf1	nucleotide binding
Nxf1	RNA binding
Nxf1	single-stranded RNA binding
Nxf1	mRNA binding
Nxf1	nucleocytoplasmic transporter activity
Nxf1	protein binding
Nxf1	poly(A) RNA binding
Ncbp2	Acetylation
Ncbp2	Complete proteome
Ncbp2	Cytoplasm
Ncbp2	Methylation
Ncbp2	mRNA capping
Ncbp2	mRNA processing
Ncbp2	mRNA splicing
Ncbp2	mRNA transport
Ncbp2	Nonsense-mediated mRNA decay
Ncbp2	Nucleus
Ncbp2	Phosphoprotein
Ncbp2	Reference proteome
Ncbp2	RNA-binding
Ncbp2	RNA-mediated gene silencing
Ncbp2	Translation regulation
Ncbp2	Transport
Ncbp2	RNA transport
Ncbp2	mRNA surveillance pathway
Ncbp2	Spliceosome
Ncbp2	nuclear-transcribed mRNA catabolic process
Ncbp2	 nonsense-mediated decay
Ncbp2	mRNA splicing
Ncbp2	 via spliceosome
Ncbp2	7-methylguanosine mRNA capping
Ncbp2	snRNA export from nucleus
Ncbp2	regulation of translation
Ncbp2	regulation of translational initiation
Ncbp2	RNA splicing
Ncbp2	gene silencing by RNA
Ncbp2	positive regulation of mRNA 3'-end processing
Ncbp2	mRNA cis splicing
Ncbp2	 via spliceosome
Ncbp2	positive regulation of RNA export from nucleus
Ncbp2	mRNA transport
Ncbp2	pre-mRNA cleavage required for polyadenylation
Ncbp2	regulation of mRNA polyadenylation
Ncbp2	nucleus
Ncbp2	nucleoplasm
Ncbp2	cytoplasm
Ncbp2	mRNA cap binding complex
Ncbp2	nuclear cap binding complex
Ncbp2	nucleotide binding
Ncbp2	RNA 7-methylguanosine cap binding
Ncbp2	RNA binding
Ncbp2	mRNA binding
Ncbp2	snRNA binding
Ncbp2	poly(A) RNA binding
Nifk	Acetylation
Nifk	Chromosome
Nifk	Complete proteome
Nifk	Isopeptide bond
Nifk	Nucleus
Nifk	Phosphoprotein
Nifk	Proteomics identification
Nifk	Reference proteome
Nifk	RNA-binding
Nifk	Ubl conjugation
Nifk	negative regulation of phosphatase activity
Nifk	condensed nuclear chromosome
Nifk	nucleoplasm
Nifk	nucleolus
Nifk	cytoplasm
Nifk	nucleotide binding
Nifk	nucleic acid binding
Nifk	RNA binding
Nifk	poly(A) RNA binding
Ncl	Acetylation
Ncl	Complete proteome
Ncl	Cytoplasm
Ncl	DNA-binding
Ncl	Isopeptide bond
Ncl	Methylation
Ncl	Nucleus
Ncl	Phosphoprotein
Ncl	Proteomics identification
Ncl	Reference proteome
Ncl	Repeat
Ncl	RNA-binding
Ncl	Ubl conjugation
Ncl	angiogenesis
Ncl	endocytosis
Ncl	spermatogenesis
Ncl	positive regulation of tumor necrosis factor production
Ncl	negative regulation of apoptotic process
Ncl	positive regulation of transcription from RNA polymerase II promoter
Ncl	cellular response to lipopolysaccharide
Ncl	cellular response to epidermal growth factor stimulus
Ncl	liver regeneration
Ncl	positive regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter
Ncl	regulation of rRNA processing
Ncl	positive regulation of interleukin-6 secretion
Ncl	fibrillar center
Ncl	dense fibrillar component
Ncl	nucleus
Ncl	nucleoplasm
Ncl	nucleolus
Ncl	cytoplasm
Ncl	cell cortex
Ncl	cell surface
Ncl	membrane
Ncl	intracellular ribonucleoprotein complex
Ncl	cytoplasmic ribonucleoprotein granule
Ncl	extracellular exosome
Ncl	nucleotide binding
Ncl	single-stranded DNA binding
Ncl	RNA binding
Ncl	receptor binding
Ncl	calcium ion binding
Ncl	protein binding
Ncl	protein C-terminus binding
Ncl	selenocysteine insertion sequence binding
Ncl	rRNA primary transcript binding
Ncl	telomeric DNA binding
Ncl	histone binding
Ncl	identical protein binding
Ncl	laminin binding
Ncl	sequence-specific DNA binding
Ncl	poly(A) RNA binding
Ncl	ErbB-4 class receptor binding
Npm1	Acetylation
Npm1	ADP-ribosylation
Npm1	Alternative splicing
Npm1	Chaperone
Npm1	Complete proteome
Npm1	Cytoplasm
Npm1	Cytoskeleton
Npm1	Direct protein sequencing
Npm1	Disulfide bond
Npm1	DNA-binding
Npm1	Isopeptide bond
Npm1	Nucleus
Npm1	Phosphoprotein
Npm1	Reference proteome
Npm1	RNA-binding
Npm1	Ubl conjugation
Npm1	ribosomal large subunit export from nucleus
Npm1	ribosomal small subunit export from nucleus
Npm1	cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA
Npm1	 5.8S rRNA
Npm1	 LSU-rRNA)
Npm1	cardiac muscle hypertrophy
Npm1	DNA repair
Npm1	nucleosome assembly
Npm1	rRNA export from nucleus
Npm1	cell volume homeostasis
Npm1	nucleocytoplasmic transport
Npm1	centrosome cycle
Npm1	cell aging
Npm1	protein localization
Npm1	positive regulation of cell proliferation
Npm1	negative regulation of cell proliferation
Npm1	rRNA transcription
Npm1	posttranscriptional regulation of gene expression
Npm1	negative regulation of gene expression
Npm1	negative regulation of cardiac muscle cell apoptotic process
Npm1	regulation of centrosome duplication
Npm1	positive regulation of centrosome duplication
Npm1	negative regulation of centrosome duplication
Npm1	cell growth
Npm1	positive regulation of cellular biosynthetic process
Npm1	positive regulation of protein ubiquitination
Npm1	regulation of protein stability
Npm1	protein destabilization
Npm1	regulation of endodeoxyribonuclease activity
Npm1	ribosomal large subunit biogenesis
Npm1	ribosomal small subunit biogenesis
